51.0490221;3.7213892
51.0499561;3.7168939
51.0548223;3.7222879
51.0548843;3.7223192
51.0574359;3.7258746
51.0534084;3.7248188
51.0544407;3.7257562
51.0577582;3.7240249
51.0576840;3.7230808
51.0566724;3.7208322
51.0549882;3.7245774
51.0593060;3.7248020
51.0506681;3.7210100
51.0506205;3.7209889
51.0505332;3.7209623
51.0543509;3.7167503
51.0513479;3.7290802
51.0505482;3.7208182
51.0506564;3.7208537
51.0548640;3.7216041
51.0556806;3.7224614
51.0547984;3.7226313
51.0534881;3.7260838
51.0534550;3.7261745
51.0534302;3.7262553
51.0549170;3.7250010
51.0535011;3.7237413
51.0547570;3.7257016
51.0837363;3.7938724
51.0367456;3.7144995
51.0366926;3.7144069
51.0367255;3.7145251
51.0366528;3.7145484
51.0366339;3.7144300
51.0472421;3.7270125
51.0437228;3.7173037
51.0360624;3.7105412
51.0585597;3.7016307
51.0399294;3.7328004
51.0529945;3.7358560
51.0360199;3.7112990
51.0567796;3.7218836
51.0564562;3.7377711
51.0564629;3.7378266
51.0565000;3.7378152
